Name,Sweep (T1),,,Name,Sweep (T2),,,
148239436.619718,-105.197357177734,,,148239436.619718,-112.56470489502,,,
150422535.211268,-103.786842346191,,,150422535.211268,-112.309059143066,,,
152605633.802817,-103.095970153809,,,152605633.802817,-112.179206848145,,,
154788732.394366,-101.520683288574,,,154788732.394366,-111.731796264648,,,
156971830.985915,-104.857551574707,,,156971830.985915,-111.71745300293,,,
159154929.577465,-101.43913269043,,,159154929.577465,-111.865409851074,,,
161338028.169014,-104.831855773926,,,161338028.169014,-112.705360412598,,,
163521126.760563,-105.482238769531,,,163521126.760563,-111.552467346191,,,
165704225.352113,-105.07787322998,,,165704225.352113,-112.140129089355,,,
167887323.943662,-103.997215270996,,,167887323.943662,-111.992706298828,,,
170070422.535211,-104.28458404541,,,170070422.535211,-111.836158752441,,,
172253521.126761,-103.609519958496,,,172253521.126761,-111.818008422852,,,
174436619.71831,-105.727516174316,,,174436619.71831,-112.105186462402,,,
176619718.309859,-103.76879119873,,,176619718.309859,-111.01448059082,,,
178802816.901408,-103.759864807129,,,178802816.901408,-111.500419616699,,,
180985915.492958,-103.22779083252,,,180985915.492958,-111.369453430176,,,
183169014.084507,-104.10693359375,,,183169014.084507,-112.131530761719,,,
185352112.676056,-103.759078979492,,,185352112.676056,-112.996520996094,,,
187535211.267606,-105.330657958984,,,187535211.267606,-112.517570495605,,,
189718309.859155,-103.794525146484,,,189718309.859155,-111.397071838379,,,
191901408.450704,-105.146690368652,,,191901408.450704,-112.105514526367,,,
194084507.042254,-102.177185058594,,,194084507.042254,-111.456748962402,,,
196267605.633803,-104.754745483398,,,196267605.633803,-111.087379455566,,,
198450704.225352,-104.457122802734,,,198450704.225352,-112.057975769043,,,
200633802.816901,-104.149215698242,,,200633802.816901,-111.910202026367,,,
202816901.408451,-104.748359680176,,,202816901.408451,-110.818458557129,,,
205000000,-106.422943115234,,,205000000,-112.674209594727,,,
207183098.591549,-103.756393432617,,,207183098.591549,-111.574142456055,,,
209366197.183099,-104.94938659668,,,209366197.183099,-111.318336486816,,,
211549295.774648,-106.266342163086,,,211549295.774648,-112.290969848633,,,
213732394.366197,-105.694976806641,,,213732394.366197,-111.83610534668,,,
215915492.957747,-103.558380126953,,,215915492.957747,-111.761428833008,,,
218098591.549296,-104.371101379395,,,218098591.549296,-111.719528198242,,,
220281690.140845,-104.526390075684,,,220281690.140845,-112.951019287109,,,
222464788.732394,-104.644805908203,,,222464788.732394,-113.138282775879,,,
224647887.323944,-105.145416259766,,,224647887.323944,-111.754455566406,,,
226830985.915493,-103.629684448242,,,226830985.915493,-111.731376647949,,,
229014084.507042,-104.839286804199,,,229014084.507042,-111.419898986816,,,
231197183.098592,-104.917373657227,,,231197183.098592,-111.748016357422,,,
233380281.690141,-103.594596862793,,,233380281.690141,-112.35620880127,,,
235563380.28169,-104.608711242676,,,235563380.28169,-111.385681152344,,,
237746478.873239,-105.356269836426,,,237746478.873239,-111.743026733398,,,
239929577.464789,-103.395378112793,,,239929577.464789,-111.674865722656,,,
242112676.056338,-102.243873596191,,,242112676.056338,-110.607711791992,,,
244295774.647887,-104.435279846191,,,244295774.647887,-111.767311096191,,,
246478873.239437,-103.371810913086,,,246478873.239437,-111.523300170898,,,
248661971.830986,-103.62580871582,,,248661971.830986,-111.066467285156,,,
250845070.422535,-105.322044372559,,,250845070.422535,-112.813034057617,,,
253028169.014085,-104.626449584961,,,253028169.014085,-111.606712341309,,,
255211267.605634,-103.963417053223,,,255211267.605634,-111.827659606934,,,
257394366.197183,-104.514739990234,,,257394366.197183,-111.653770446777,,,
259577464.788732,-101.389175415039,,,259577464.788732,-111.00651550293,,,
261760563.380282,-104.728034973145,,,261760563.380282,-111.046989440918,,,
263943661.971831,-105.436744689941,,,263943661.971831,-112.472457885742,,,
266126760.56338,-104.54020690918,,,266126760.56338,-111.142669677734,,,
268309859.15493,-103.41886138916,,,268309859.15493,-111.869781494141,,,
270492957.746479,-103.982597351074,,,270492957.746479,-111.222625732422,,,
272676056.338028,-103.700736999512,,,272676056.338028,-111.845611572266,,,
274859154.929577,-104.651565551758,,,274859154.929577,-112.198394775391,,,
277042253.521127,-105.45246887207,,,277042253.521127,-113.242408752441,,,
279225352.112676,-102.228744506836,,,279225352.112676,-111.514274597168,,,
281408450.704225,-103.480346679688,,,281408450.704225,-111.093742370605,,,
283591549.295775,-105.176979064941,,,283591549.295775,-112.210388183594,,,
285774647.887324,-103.774749755859,,,285774647.887324,-112.438995361328,,,
287957746.478873,-105.117080688477,,,287957746.478873,-112.362854003906,,,
290140845.070423,-103.695747375488,,,290140845.070423,-111.527206420898,,,
292323943.661972,-105.055244445801,,,292323943.661972,-111.641036987305,,,
294507042.253521,-105.841957092285,,,294507042.253521,-112.687118530273,,,
296690140.84507,-104.323776245117,,,296690140.84507,-111.003570556641,,,
298873239.43662,-105.299209594727,,,298873239.43662,-111.158966064453,,,
301056338.028169,-105.06135559082,,,301056338.028169,-111.677307128906,,,
303239436.619718,-105.544418334961,,,303239436.619718,-112.52025604248,,,
305422535.211268,-104.801330566406,,,305422535.211268,-111.568389892578,,,
307605633.802817,-102.864295959473,,,307605633.802817,-111.650703430176,,,
309788732.394366,-104.942825317383,,,309788732.394366,-111.379608154297,,,
311971830.985916,-105.41487121582,,,311971830.985916,-111.878044128418,,,
314154929.577465,-103.880867004395,,,314154929.577465,-111.901992797852,,,
316338028.169014,-103.125350952148,,,316338028.169014,-111.374366760254,,,
318521126.760563,-106.35897064209,,,318521126.760563,-112.109176635742,,,
320704225.352113,-104.186180114746,,,320704225.352113,-112.290664672852,,,
322887323.943662,-104.805130004883,,,322887323.943662,-111.634895324707,,,
325070422.535211,-104.24112701416,,,325070422.535211,-112.070777893066,,,
327253521.126761,-104.766265869141,,,327253521.126761,-111.657318115234,,,
329436619.71831,-105.832054138184,,,329436619.71831,-112.258583068848,,,
331619718.309859,-103.788261413574,,,331619718.309859,-112.377067565918,,,
333802816.901408,-103.54776763916,,,333802816.901408,-111.990821838379,,,
335985915.492958,-102.310821533203,,,335985915.492958,-111.17610168457,,,
338169014.084507,-104.978500366211,,,338169014.084507,-112.726364135742,,,
340352112.676056,-105.010566711426,,,340352112.676056,-112.464416503906,,,
342535211.267606,-105.084037780762,,,342535211.267606,-112.521385192871,,,
344718309.859155,-103.383911132813,,,344718309.859155,-111.581718444824,,,
346901408.450704,-104.139572143555,,,346901408.450704,-111.51927947998,,,
349084507.042254,-103.998382568359,,,349084507.042254,-111.741600036621,,,
351267605.633803,-104.803276062012,,,351267605.633803,-112.86402130127,,,
353450704.225352,-105.981544494629,,,353450704.225352,-112.356834411621,,,
355633802.816901,-106.06192779541,,,355633802.816901,-111.744804382324,,,
357816901.408451,-104.257667541504,,,357816901.408451,-112.39331817627,,,
360000000,-105.901519775391,,,360000000,-113.138854980469,,,
362183098.591549,-105.861236572266,,,362183098.591549,-111.76293182373,,,
364366197.183099,-106.022766113281,,,364366197.183099,-112.026832580566,,,
366549295.774648,-106.065986633301,,,366549295.774648,-112.812835693359,,,
368732394.366197,-104.417053222656,,,368732394.366197,-112.88353729248,,,
370915492.957747,-104.922454833984,,,370915492.957747,-112.453163146973,,,
373098591.549296,-104.948226928711,,,373098591.549296,-111.912902832031,,,
375281690.140845,-105.157585144043,,,375281690.140845,-112.083351135254,,,
377464788.732394,-107.36743927002,,,377464788.732394,-112.8232421875,,,
379647887.323944,-105.443367004395,,,379647887.323944,-112.358421325684,,,
381830985.915493,-104.546760559082,,,381830985.915493,-112.02318572998,,,
384014084.507042,-105.455200195313,,,384014084.507042,-112.828125,,,
386197183.098592,-104.707077026367,,,386197183.098592,-112.846794128418,,,
388380281.690141,-106.76927947998,,,388380281.690141,-113.078079223633,,,
390563380.28169,-106.144714355469,,,390563380.28169,-113.267921447754,,,
392746478.873239,-105.523406982422,,,392746478.873239,-113.45036315918,,,
394929577.464789,-105.710563659668,,,394929577.464789,-114.311737060547,,,
397112676.056338,-106.383476257324,,,397112676.056338,-112.76441192627,,,
399295774.647887,-105.01252746582,,,399295774.647887,-113.528259277344,,,
401478873.239437,-107.330642700195,,,401478873.239437,-113.202819824219,,,
403661971.830986,-103.777542114258,,,403661971.830986,-112.368385314941,,,
405845070.422535,-106.915504455566,,,405845070.422535,-113.271835327148,,,
408028169.014085,-105.483871459961,,,408028169.014085,-113.206413269043,,,
410211267.605634,-106.954551696777,,,410211267.605634,-112.814636230469,,,
412394366.197183,-103.201484680176,,,412394366.197183,-111.449684143066,,,
414577464.788732,-103.327674865723,,,414577464.788732,-110.749092102051,,,
416760563.380282,-104.977645874023,,,416760563.380282,-111.49055480957,,,
418943661.971831,-106.284080505371,,,418943661.971831,-113.670722961426,,,
421126760.56338,-104.159217834473,,,421126760.56338,-113.505989074707,,,
423309859.15493,-105.803611755371,,,423309859.15493,-113.616012573242,,,
425492957.746479,-107.268264770508,,,425492957.746479,-113.386520385742,,,
427676056.338028,-107.495834350586,,,427676056.338028,-113.204666137695,,,
429859154.929577,-104.229843139648,,,429859154.929577,-113.005447387695,,,
432042253.521127,-104.615776062012,,,432042253.521127,-112.738075256348,,,
434225352.112676,-105.030883789063,,,434225352.112676,-112.381813049316,,,
436408450.704225,-107.578117370605,,,436408450.704225,-112.838668823242,,,
438591549.295775,-107.408256530762,,,438591549.295775,-113.924461364746,,,
440774647.887324,-104.109214782715,,,440774647.887324,-111.973983764648,,,
442957746.478873,-105.447776794434,,,442957746.478873,-112.885543823242,,,
445140845.070423,-105.48136138916,,,445140845.070423,-112.54736328125,,,
447323943.661972,-105.967079162598,,,447323943.661972,-112.172424316406,,,
449507042.253521,-106.74104309082,,,449507042.253521,-113.411895751953,,,
451690140.84507,-104.949043273926,,,451690140.84507,-112.814376831055,,,
453873239.43662,-106.125839233398,,,453873239.43662,-112.79963684082,,,
456056338.028169,-106.56330871582,,,456056338.028169,-112.626754760742,,,
458239436.619718,-106.403717041016,,,458239436.619718,-113.916465759277,,,
460422535.211268,-106.80445098877,,,460422535.211268,-113.499610900879,,,
462605633.802817,-105.705322265625,,,462605633.802817,-113.382530212402,,,
464788732.394366,-107.302352905273,,,464788732.394366,-113.059661865234,,,
466971830.985916,-105.71142578125,,,466971830.985916,-112.239181518555,,,
469154929.577465,-104.648551940918,,,469154929.577465,-112.280479431152,,,
471338028.169014,-105.739471435547,,,471338028.169014,-112.568672180176,,,
473521126.760563,-108.153663635254,,,473521126.760563,-113.239166259766,,,
475704225.352113,-105.458938598633,,,475704225.352113,-112.474365234375,,,
477887323.943662,-106.823997497559,,,477887323.943662,-113.471656799316,,,
480070422.535211,-108.509666442871,,,480070422.535211,-113.380477905273,,,
482253521.126761,-105.426132202148,,,482253521.126761,-112.596588134766,,,
484436619.71831,-105.802810668945,,,484436619.71831,-113.55347442627,,,
486619718.309859,-105.807754516602,,,486619718.309859,-113.30103302002,,,
488802816.901408,-106.017204284668,,,488802816.901408,-111.708389282227,,,
490985915.492958,-106.596786499023,,,490985915.492958,-112.505760192871,,,
493169014.084507,-106.208503723145,,,493169014.084507,-112.897735595703,,,
495352112.676056,-106.24129486084,,,495352112.676056,-112.488967895508,,,
497535211.267606,-105.533264160156,,,497535211.267606,-112.828277587891,,,
499718309.859155,-105.90892791748,,,499718309.859155,-112.279762268066,,,
501901408.450704,-105.815361022949,,,501901408.450704,-112.143653869629,,,
504084507.042254,-106.158050537109,,,504084507.042254,-112.655174255371,,,
506267605.633803,-106.157745361328,,,506267605.633803,-111.501876831055,,,
508450704.225352,-105.597610473633,,,508450704.225352,-111.912750244141,,,
510633802.816901,-105.790580749512,,,510633802.816901,-112.915565490723,,,
512816901.408451,-106.184906005859,,,512816901.408451,-112.230293273926,,,
515000000,-106.520141601563,,,515000000,-112.187606811523,,,
517183098.591549,-104.603134155273,,,517183098.591549,-112.837928771973,,,
519366197.183099,-108.171020507813,,,519366197.183099,-113.334465026855,,,
521549295.774648,-106.076835632324,,,521549295.774648,-112.827568054199,,,
523732394.366197,-105.72681427002,,,523732394.366197,-112.263603210449,,,
525915492.957747,-106.595672607422,,,525915492.957747,-113.110794067383,,,
528098591.549296,-107.631797790527,,,528098591.549296,-112.839363098145,,,
530281690.140845,-105.653274536133,,,530281690.140845,-112.734405517578,,,
532464788.732394,-106.007263183594,,,532464788.732394,-112.667610168457,,,
534647887.323944,-107.574974060059,,,534647887.323944,-113.296180725098,,,
536830985.915493,-105.481132507324,,,536830985.915493,-112.149269104004,,,
539014084.507042,-103.660003662109,,,539014084.507042,-112.84162902832,,,
541197183.098592,-105.467163085938,,,541197183.098592,-112.960823059082,,,
543380281.690141,-106.748886108398,,,543380281.690141,-113.159889221191,,,
545563380.28169,-107.536445617676,,,545563380.28169,-113.124580383301,,,
547746478.87324,-106.669990539551,,,547746478.87324,-112.880920410156,,,
549929577.464789,-105.169906616211,,,549929577.464789,-112.412460327148,,,
552112676.056338,-104.277641296387,,,552112676.056338,-112.140663146973,,,
554295774.647887,-104.748390197754,,,554295774.647887,-112.553253173828,,,
556478873.239437,-105.047584533691,,,556478873.239437,-112.794342041016,,,
558661971.830986,-107.192436218262,,,558661971.830986,-113.34105682373,,,
560845070.422535,-106.198013305664,,,560845070.422535,-113.331642150879,,,
563028169.014085,-107.764060974121,,,563028169.014085,-113.028396606445,,,
565211267.605634,-106.978828430176,,,565211267.605634,-112.975807189941,,,
567394366.197183,-105.16219329834,,,567394366.197183,-112.306930541992,,,
569577464.788732,-104.962158203125,,,569577464.788732,-112.2822265625,,,
571760563.380282,-106.114379882813,,,571760563.380282,-112.916610717773,,,
573943661.971831,-106.926612854004,,,573943661.971831,-112.168769836426,,,
576126760.56338,-107.006034851074,,,576126760.56338,-112.395309448242,,,
578309859.15493,-103.89331817627,,,578309859.15493,-112.289764404297,,,
580492957.746479,-106.882919311523,,,580492957.746479,-112.773406982422,,,
582676056.338028,-104.522857666016,,,582676056.338028,-112.781677246094,,,
584859154.929578,-106.277893066406,,,584859154.929578,-113.446846008301,,,
587042253.521127,-106.466194152832,,,587042253.521127,-112.24732208252,,,
589225352.112676,-106.254211425781,,,589225352.112676,-112.887786865234,,,
591408450.704225,-106.876754760742,,,591408450.704225,-113.291458129883,,,
593591549.295775,-106.910636901855,,,593591549.295775,-112.577072143555,,,
595774647.887324,-105.166511535645,,,595774647.887324,-112.423263549805,,,
597957746.478873,-105.244155883789,,,597957746.478873,-112.247245788574,,,
600140845.070423,-108.714836120605,,,600140845.070423,-113.079124450684,,,
602323943.661972,-106.691795349121,,,602323943.661972,-113.059127807617,,,
604507042.253521,-106.605491638184,,,604507042.253521,-112.84740447998,,,
606690140.84507,-105.692558288574,,,606690140.84507,-113.137969970703,,,
608873239.43662,-107.229629516602,,,608873239.43662,-113.225486755371,,,
611056338.028169,-106.32592010498,,,611056338.028169,-112.979148864746,,,
613239436.619718,-107.533737182617,,,613239436.619718,-112.562225341797,,,
615422535.211268,-105.453392028809,,,615422535.211268,-113.087997436523,,,
617605633.802817,-102.722045898438,,,617605633.802817,-113.636962890625,,,
619788732.394366,-106.712692260742,,,619788732.394366,-112.776306152344,,,
621971830.985916,-107.90217590332,,,621971830.985916,-112.448165893555,,,
624154929.577465,-106.718482971191,,,624154929.577465,-112.418792724609,,,
626338028.169014,-107.864028930664,,,626338028.169014,-112.589202880859,,,
628521126.760563,-106.374908447266,,,628521126.760563,-112.541633605957,,,
630704225.352113,-106.954635620117,,,630704225.352113,-112.862457275391,,,
632887323.943662,-106.481048583984,,,632887323.943662,-113.298805236816,,,
635070422.535211,-106.531745910645,,,635070422.535211,-113.853050231934,,,
637253521.126761,-106.173118591309,,,637253521.126761,-113.423271179199,,,
639436619.71831,-106.426177978516,,,639436619.71831,-112.810592651367,,,
641619718.309859,-103.824897766113,,,641619718.309859,-112.424850463867,,,
643802816.901408,-106.480545043945,,,643802816.901408,-111.98316192627,,,
645985915.492958,-105.750350952148,,,645985915.492958,-112.403358459473,,,
648169014.084507,-106.101219177246,,,648169014.084507,-112.633682250977,,,
650352112.676056,-106.09481048584,,,650352112.676056,-113.039962768555,,,
652535211.267606,-106.611640930176,,,652535211.267606,-112.872215270996,,,
654718309.859155,-105.86646270752,,,654718309.859155,-111.886123657227,,,
656901408.450704,-107.34098815918,,,656901408.450704,-112.232971191406,,,
659084507.042254,-106.17041015625,,,659084507.042254,-112.764694213867,,,
661267605.633803,-106.767852783203,,,661267605.633803,-112.947303771973,,,
663450704.225352,-106.16284942627,,,663450704.225352,-113.136161804199,,,
665633802.816901,-106.337966918945,,,665633802.816901,-112.937957763672,,,
667816901.408451,-105.017066955566,,,667816901.408451,-112.601989746094,,,
670000000,-104.678184509277,,,670000000,-113.07405090332,,,
672183098.591549,-106.105430603027,,,672183098.591549,-113.042030334473,,,
674366197.183099,-107.670692443848,,,674366197.183099,-112.570693969727,,,
676549295.774648,-106.591918945313,,,676549295.774648,-112.45783996582,,,
678732394.366197,-106.55152130127,,,678732394.366197,-112.50218963623,,,
680915492.957747,-105.511695861816,,,680915492.957747,-112.706672668457,,,
683098591.549296,-106.249008178711,,,683098591.549296,-112.633277893066,,,
685281690.140845,-105.385643005371,,,685281690.140845,-112.962776184082,,,
687464788.732394,-105.904441833496,,,687464788.732394,-113.077491760254,,,
689647887.323944,-107.461029052734,,,689647887.323944,-112.577033996582,,,
691830985.915493,-107.532676696777,,,691830985.915493,-113.102233886719,,,
694014084.507042,-107.886535644531,,,694014084.507042,-113.212440490723,,,
696197183.098592,-107.508102416992,,,696197183.098592,-112.572479248047,,,
698380281.690141,-105.547538757324,,,698380281.690141,-112.367568969727,,,
700563380.28169,-104.515693664551,,,700563380.28169,-112.059417724609,,,
702746478.87324,-105.879943847656,,,702746478.87324,-112.813743591309,,,
704929577.464789,-105.976982116699,,,704929577.464789,-112.501579284668,,,
707112676.056338,-106.066062927246,,,707112676.056338,-112.861305236816,,,
709295774.647887,-106.71696472168,,,709295774.647887,-112.686393737793,,,
711478873.239437,-105.967254638672,,,711478873.239437,-112.487663269043,,,
713661971.830986,-106.898345947266,,,713661971.830986,-113.024124145508,,,
715845070.422535,-106.32740020752,,,715845070.422535,-113.198348999023,,,
718028169.014085,-107.684097290039,,,718028169.014085,-113.193702697754,,,
720211267.605634,-106.608360290527,,,720211267.605634,-112.468467712402,,,
722394366.197183,-105.594482421875,,,722394366.197183,-112.320899963379,,,
724577464.788732,-106.539031982422,,,724577464.788732,-112.871047973633,,,
726760563.380282,-106.560516357422,,,726760563.380282,-113.219665527344,,,
728943661.971831,-106.773597717285,,,728943661.971831,-112.700569152832,,,
731126760.56338,-105.307678222656,,,731126760.56338,-112.05778503418,,,
733309859.15493,-105.508949279785,,,733309859.15493,-112.258796691895,,,
735492957.746479,-105.524215698242,,,735492957.746479,-112.596725463867,,,
737676056.338028,-105.511810302734,,,737676056.338028,-112.486999511719,,,
739859154.929577,-108.182594299316,,,739859154.929577,-112.742126464844,,,
742042253.521127,-107.141937255859,,,742042253.521127,-112.324714660645,,,
744225352.112676,-105.827865600586,,,744225352.112676,-112.143943786621,,,
746408450.704225,-106.742416381836,,,746408450.704225,-112.238815307617,,,
748591549.295775,-106.574272155762,,,748591549.295775,-113.212341308594,,,
750774647.887324,-107.102928161621,,,750774647.887324,-113.986785888672,,,
752957746.478873,-106.139099121094,,,752957746.478873,-113.813301086426,,,
755140845.070423,-106.461112976074,,,755140845.070423,-113.201560974121,,,
757323943.661972,-106.904602050781,,,757323943.661972,-112.321250915527,,,
759507042.253521,-106.226547241211,,,759507042.253521,-112.69987487793,,,
761690140.84507,-107.066291809082,,,761690140.84507,-113.487976074219,,,
763873239.43662,-106.580223083496,,,763873239.43662,-113.123229980469,,,
766056338.028169,-106.653427124023,,,766056338.028169,-112.175857543945,,,
768239436.619718,-105.70231628418,,,768239436.619718,-112.262275695801,,,
770422535.211268,-105.123870849609,,,770422535.211268,-113.028221130371,,,
772605633.802817,-106.882759094238,,,772605633.802817,-113.10424041748,,,
774788732.394366,-106.971542358398,,,774788732.394366,-113.188400268555,,,
776971830.985916,-103.881706237793,,,776971830.985916,-112.596267700195,,,
779154929.577465,-104.760688781738,,,779154929.577465,-111.733505249023,,,
781338028.169014,-106.397483825684,,,781338028.169014,-112.269981384277,,,
783521126.760563,-106.219787597656,,,783521126.760563,-112.588478088379,,,
785704225.352113,-105.929313659668,,,785704225.352113,-112.33667755127,,,
787887323.943662,-105.218185424805,,,787887323.943662,-112.248107910156,,,
790070422.535211,-104.772041320801,,,790070422.535211,-112.137916564941,,,
792253521.126761,-106.708824157715,,,792253521.126761,-112.541946411133,,,
794436619.71831,-103.485717773438,,,794436619.71831,-112.794525146484,,,
796619718.309859,-105.12841796875,,,796619718.309859,-112.253570556641,,,
798802816.901409,-104.083969116211,,,798802816.901409,-111.33935546875,,,
800985915.492958,-106.419631958008,,,800985915.492958,-111.413177490234,,,
803169014.084507,-106.495307922363,,,803169014.084507,-112.916893005371,,,
805352112.676056,-106.3828125,,,805352112.676056,-113.237518310547,,,
807535211.267606,-105.032096862793,,,807535211.267606,-112.197242736816,,,
809718309.859155,-104.50154876709,,,809718309.859155,-111.921348571777,,,
811901408.450704,-105.381164550781,,,811901408.450704,-112.160934448242,,,
814084507.042254,-106.291145324707,,,814084507.042254,-112.702789306641,,,
816267605.633803,-107.551284790039,,,816267605.633803,-112.629745483398,,,
818450704.225352,-107.196075439453,,,818450704.225352,-112.583572387695,,,
820633802.816901,-106.72289276123,,,820633802.816901,-112.296691894531,,,
822816901.408451,-105.387710571289,,,822816901.408451,-112.262771606445,,,
825000000,-107.200263977051,,,825000000,-112.450019836426,,,
827183098.591549,-106.256851196289,,,827183098.591549,-112.978698730469,,,
829366197.183099,-106.978721618652,,,829366197.183099,-112.916610717773,,,
831549295.774648,-106.456024169922,,,831549295.774648,-112.356025695801,,,
833732394.366197,-105.082611083984,,,833732394.366197,-112.424209594727,,,
835915492.957747,-105.805564880371,,,835915492.957747,-112.259941101074,,,
